Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Votes
-1.388210554,-1.3899593380000002,0.347923255,-0.052494495769999996,-0.20215327079999998,0.05780445384,1.183420712,0.1834737717,550
0.45637403270000004,1.095764001,0.4635706018,0.905926728,0.24935070129999998,0.08166306135,-0.5501982829,-0.4958906417,670
0.00358670055,-0.4209262718,-1.600986993,0.02883962192,1.1056268999999999,0.7398105134,-0.9758283000000001,-0.5195146547999999,546
-1.284997237,-0.06361302957000001,-1.161091759,0.6853327978,-1.701926414,1.942890559,-0.7809510959999999,-1.2310963209999999,400
-0.1792907528,0.3093894796,0.6244673186,-1.37480124,0.6892954834,-0.19437829269999998,-1.4065151000000002,0.4610557969,572
-1.816653588,-1.8781729809999999,0.3655958514,-1.187519286,-0.28087852350000003,0.624541471,2.430893101,-0.11303052699999999,355
0.7071882769,0.6053358777000001,2.468777599,0.1591545826,1.263841563,-0.6330106887,-0.01843897073,2.729003188,314
-0.4161173803,0.18980604539999998,0.05585073992,-0.7082139022,-0.45275316579999997,0.2675623327,-0.3604755335,-0.3616899575,735
-0.1447564358,0.35552826600000004,-0.3153177822,2.1693160419999997,-0.41945481520000005,1.422471416,-0.4194555429,0.9443480167,480
-1.938222823,-0.7466884743000001,0.4839973456,0.40448216509999996,-1.03392692,-1.295008632,-0.22303219289999998,0.8068743579000001,484
-1.7177299819999998,-0.7761288795,-0.5465933691,0.3482743162,0.2835814483,1.61578563,0.37821188969999997,0.8198907036,491
1.103320305,0.07620259929999999,-0.6086004206,0.037859012569999996,-0.3536700588,2.054755553,1.122155996,-1.305340931,452
2.595589554,1.052835105,-1.048209586,1.268023645,-0.5263909464000001,-0.1328487972,0.5178255551,-0.6597195459,397
1.2579864170000001,-2.257001818,1.582583965,-0.04361376197,0.8304315683,0.41380463619999996,0.5617141133,0.1600205339,437
-2.049456506,0.1369987711,-0.09488036869,1.078124,-0.303810739,0.9503276473000001,0.7140317151000001,-0.31423751910000003,498
-0.307594403,-0.117082428,-0.1456779973,0.4976338899,0.947394955,1.250228291,0.4891635323,0.3297870565,644
-0.7643239276,-2.2004139169999997,-0.04861923361000001,-0.8190540537000001,1.239885097,-1.246169371,2.137785033,-1.2714992109999999,337
0.4341634893,-0.3535783916,1.145181575,-0.8813129604000001,-1.239707823,-0.4506146271,-0.9735084228,-0.7391999837000001,556
-0.35089363729999995,-1.163636177,0.7182559395999999,1.131582227,-0.2907231106,-0.5362751626,1.060272797,0.02445943066,569
0.01168105255,-1.02774592,-0.7158356728,-0.1937516281,-0.3581469996,-0.35172589670000004,1.13244472,0.8438060631000001,620
0.8698604101999999,-0.1526516734,-0.600581561,1.735772631,0.4751659328,-0.2681617894,0.9124694045999999,-1.441278665,500
-0.6873338397,0.08612357171,0.48808342229999996,-0.7403475705,0.6169426496,1.166325957,1.988317116,-0.2124344449,508
0.3920774887,-1.159179774,-0.1317669966,-0.1518882074,-0.1590933594,-0.1582811106,-0.06526472607,-0.47725000689999997,744
0.029140508,0.2784005038,-1.733396907,1.043355209,-0.9034137774,-0.6636766304999999,-1.642678078,0.19102765079999998,485
0.053171199450000005,0.9025933831,0.6861467818000001,-1.212930762,2.3805096409999997,-1.080996117,1.276168885,-0.39451834770000005,414
0.7073450597,-0.9469188745999999,-2.058830076,-0.06328644857999999,-0.1477103658,-0.6962478969,-0.3141546097,-1.096917138,494
0.1080899755,2.334915137,-0.6941253398999999,-0.42140800700000003,-1.7495225890000001,0.3079182287,0.22833696809999998,0.8703093159,429
-0.5519568697,0.573136913,0.5978526191,0.775422297,2.49443071,-0.9196538152,-1.096290864,1.200334217,405
-2.7009087160000003,-0.6980965424,0.22274177809999998,-1.828951152,0.22321332219999998,0.544212564,0.02405937562,0.5547334587,397
-0.9647627609,0.4080098506,1.0889632679999999,-1.9999441669999998,0.35689213369999995,-2.829494299,1.63940666,-0.6436713265,301
-0.9480707883,-1.5766807680000001,-1.277397655,-0.1031649254,0.5671029113,-0.46967526299999995,0.6666768002000001,0.4128718258,527
0.1904414552,-0.6672034892,-0.8661419054,-1.189756719,-1.35089263,0.3342419595,-0.5774494461999999,0.5657479838,575
0.8527729093,0.045532962120000006,-0.6656201916,-0.6982760293000001,0.3422332199,-0.140232505,-0.5260958384000001,2.120184234,520
-1.295115768,0.6004729645,0.6277096949000001,-0.6485189491,-1.216613033,-1.013577271,-0.7844846163,-0.7559219452,537
0.9135430868000001,-0.05309787681,-0.9367597667,-0.8424207193000001,0.1515352738,-0.9033567320999999,-0.1136781316,-0.6949857242,628
-0.20581352519999999,-1.197735685,-0.8798821770999999,0.1285930658,0.6557783784000001,-0.3326399239,-1.366802371,-0.1367861832,572
0.4190109474,0.503383256,0.36994149579999996,-0.2244167222,1.133562491,-0.2890535778,-0.5254184444,0.40628054630000004,665
1.695283741,-0.49316397030000003,-1.188412045,-0.9833984554,-1.828941647,-1.114398159,-0.07614878654,-2.577363129,317
0.9306714779999999,-0.2602786882,-1.4912300219999999,-1.461171323,-1.444014168,-0.338018176,0.9652624956,1.285111872,436
1.354559897,0.8662421764,-0.39398491409999997,-0.014150585980000002,1.026143231,-1.544425242,-1.607645494,-0.1295317768,456
-1.612613901,1.068691332,1.5923887469999998,0.2818529889,-1.4768752090000001,-0.8319122069,-0.8611311128,0.8716619388,430
-0.6285804329,0.4149914296,-1.1648792140000002,1.141081125,-0.759693579,-1.576725524,1.057859733,-0.4527547089,488
0.6391465146,-0.34857620640000003,-0.46634423810000003,0.2003176596,-0.7719836404000001,-1.24101361,0.02396338353,-0.06387770576,637
-0.9764597476000001,-0.9957302991,-0.02621606908,-0.6363110453999999,0.7587485492,-0.9742841752,-0.5089916338,1.405810789,532
1.802072453,-0.8785513862000001,0.6263132698,0.8736595212999999,0.5693728453,-0.2556555889,1.003267887,-0.700332553,501
-0.604166274,0.49767094289999997,-0.19478145989999998,-0.01961975389,0.3837277418,-0.6442589717,0.5374103009000001,-1.1349298429999999,683
0.6586846404,-2.539963998,-1.050549022,-0.415033735,0.6525036250999999,0.10318705869999999,0.7243972290999999,-1.357807779,409
0.052898141839999996,-0.4623827239,-0.8960045136,0.02420860873,0.06529251517000001,-1.4650258980000002,0.07818892048,1.987964523,500
1.514383517,-0.6827230457,-0.3588928519,0.2922431326,1.6947943109999999,0.7283768794,-1.7022478319999998,1.2949943179999999,424
0.819922582,0.2242646621,-0.17361493109999998,-1.045896092,-0.9084501309,-1.776410579,-1.174016656,-0.5573673851,502
-0.4863861115,1.608778153,-0.18629224670000002,-0.1170728223,0.6396746653000001,0.7990001537,1.472624585,-0.9620311092,507
-1.747163078,2.227435983,0.1151021042,1.370956221,-1.315289223,-0.02452784889,-0.8338348032999999,2.48846164,284
-0.4008885895,0.028903439950000002,0.11026032529999999,-0.584400746,0.7978296568000001,-1.382992362,0.17115079379999998,0.05968929948,669
-0.4954830923,0.45117586979999996,0.5915461546999999,-0.5172961863000001,0.2544570208,0.4447107411,0.8648114886,0.20336052940000002,704
-1.2039728809999999,1.9364488340000001,1.57180218,-1.116124713,-0.07323265323,-0.6087642157,-1.979903697,0.6174623646,368
-0.786568864,1.154853838,-0.5813519557,-1.204056454,-1.2443678390000001,-1.357748248,-1.923896355,-0.8517360359,415
1.595377785,-0.9093630015,-0.6670899558,1.5530085759999999,0.018184795049999997,-1.534235548,-0.2152820812,0.08466358113,474
-0.4672030169,0.0057252969889999995,0.5695743778,-0.4875666092,1.0280335870000001,0.4831119382,-1.0226438340000001,1.239895236,570
-0.9173421425,-0.10175554699999999,1.13134677,0.1627217657,-0.1584998033,-0.5375350993,0.4123093886,1.318929175,579
1.6495965,-0.0801395949,2.689533266,1.212933431,0.5218698406000001,-0.3241300325,0.4144527058,0.011810171609999998,401
0.38439938450000005,-0.7764445588,0.8689409583,-1.187621001,-0.2649056018,0.1371940162,-0.40603376280000003,-0.818950948,614
1.5333200409999999,-0.7649905383,0.2380503082,-0.7071854129,0.08943490194,-0.35836318520000005,0.17447121359999998,0.5051818426,595
-0.4876750688,-1.9102689169999998,0.056090571150000004,-1.733704015,0.48953222799999996,1.123662508,-0.9002009751000001,0.5632845303,437
0.773523982,2.122328884,0.6774790973,0.2298675855,0.3760882199,0.9920252022,0.41589686020000005,0.29387934309999997,498
0.1741619749,0.3585349482,-0.6659282891,-0.08662114609999999,0.4218513956,2.70113568,0.34353267509999996,-1.505091405,423
0.6392812216,-0.9077539328,-0.02864556862,1.321376162,0.5166752892,-0.01039790811,-1.516359205,0.6683914195,556
0.6807447751000001,-0.06250622686000001,-0.4486525091,-0.4479878912,-0.27168350210000003,0.7824900137999999,-1.458175517,-1.318251331,554
-0.3908016866,0.2851523938,1.0508265959999998,1.008227159,0.6537947403000001,-0.3890217728,0.521730486,-0.3797919948,644
-0.5364002306,-1.536623623,1.827871069,0.7226596318,0.369297938,-1.2143563999999998,-1.168616997,0.1022031378,446
1.093956983,0.7936553403000001,1.284261657,-0.802647013,0.8242928237,-0.18740761690000002,-1.3755137709999998,-1.3788718359999999,476
-1.41309565,1.528490422,-1.4299543330000002,-0.5786467795,0.4109389178,1.489354979,0.1945980574,-0.8873236587000001,441
-1.146011422,3.455272583,1.3816216280000002,-0.1009629953,-0.1686899807,0.7382757018,-2.187713376,-0.6741162152,254
-0.1473271468,-0.010804513319999999,0.06462970939,-0.9426641614,-0.7226716682,1.092954625,-0.1242481617,1.100860708,618
-0.35804146729999997,0.2583925164,-0.3067317426,0.4732594363,1.942249065,-0.5912907146999999,0.2302676851,-0.8202806420000001,564
-0.3024400458,-0.49902866009999997,-0.21958341120000002,0.6195130041,0.24970155559999999,1.238086199,0.3093791001,1.088423168,614
-0.27760185260000003,1.947568512,-1.000192623,0.3489747099,0.49028068329999996,1.113598943,-1.149684469,-0.2526040381,499
-0.1952238278,-0.28293279309999997,0.9259765690999999,0.5779263604,0.2288230986,0.37516360049999997,0.2728227047,-0.7319264606,679
0.8038305481999999,0.5674572757,-0.124430739,-0.5503880838,0.167319722,-0.03601232592,-0.2596783844,0.1584300348,728
0.4224541095,1.3742934009999999,0.17313549530000003,0.2455915394,0.3676819257,0.6640190707,1.60120449,-0.026623331519999998,556
-0.1352351433,0.07647376456,1.697797553,-0.2921598616,-1.080905763,-0.1560804034,0.7905353639,0.09641543640000001,588
-0.006963186483,1.409439839,-0.1852158363,-1.6435290230000001,-1.519606634,0.6691882543,0.48336978140000003,-0.8369194064,481
-1.4949286290000001,-0.42314758119999996,0.8061239778,0.02858772663,1.027232359,0.1426833666,0.6768474475,-0.6343994236,579
0.02237614465,-0.1828218395,-0.3752769298,-0.6582625562,-1.194122808,-0.997794712,0.002087248321,1.9884032930000002,507
-1.29538348,-1.551946003,0.3602269475,-0.7800244101999999,-0.1034726454,0.522671174,-0.8670571465000001,-0.2884918918,528
-1.640507755,0.1180915339,-0.8469745217,-0.1667186687,-0.24934955469999998,-1.723513347,1.322339186,-0.394244527,470
0.1728511648,0.409480646,0.39315007469999996,0.3253588921,-1.740286264,-1.41108639,-0.9779223493000001,-1.756944963,451
2.281101134,-1.8398433440000002,-0.2621243902,-0.953746688,-1.6886313240000002,0.5247863923,-1.29402302,-1.727843595,305
-0.3198029145,0.9725914703,0.150795283,-1.3982044530000002,2.138391048,1.454386379,-0.1317919418,-0.6950037542,430
-1.1221193,0.8146698484,-1.008617235,2.9751682,-0.9101545461,1.552325399,1.243022665,-0.983035873,303
-0.07073461087,1.80655413,0.1252069656,-0.539736256,0.17827953920000003,2.231122107,0.001399446867,-0.08212303132,471
0.9348623274,1.055440076,0.34034182399999996,0.7099115166,-0.7244557909999999,-0.1978167696,-0.5261397140999999,0.6571895232,605
0.013078308770000002,0.6260510031000001,-0.3305698516,0.103456255,0.2592650068,-0.40587953979999997,-0.6467057887,0.9397674298,698
-0.7167065162,-0.5392399739,0.22578727170000001,-0.7245274584999999,0.023287300719999997,0.226307343,-0.8964644867,-0.7807684274,667
-0.3583090764,2.037408915,-0.9418564548999999,-0.3895065437,0.1757833988,-1.44879648,-0.5072197269,-0.1815183061,481
0.8464525373999999,0.3025251405,-1.6863414030000001,0.06438324987999999,0.1927274618,0.4749049814,0.1696000036,-0.638263055,613
-1.081827113,-0.7313868729999999,0.2377281361,-0.7781945638,1.176764034,-0.6735331258,1.3079088559999998,-0.3575817221,534
-0.3800376579,-1.281799273,-0.2013368613,0.6408289773,1.745479358,-0.441683671,-2.19367935,0.1388933517,426
-1.483688296,-0.05021364426,0.1868070087,1.100267715,0.3384869908,0.6827868456999999,-0.2746228447,0.9384927798,582
-0.1929762481,0.192622403,0.3928840741,-0.2241010243,0.31690593429999997,-0.7581799156,0.40618999340000006,1.393402615,635
0.9292282189,0.31658066420000003,-0.20722982210000002,-0.07373718854,-0.1451733275,-0.18438270780000002,-0.1560539081,1.407696295,655
-0.7316795101000001,-0.8258300255,0.9229292645999999,-0.7864817138,0.7306990693000001,-0.2918424571,-0.4605679367,-0.38381651060000005,634
0.789993152,-1.028857768,0.22634810000000002,-0.0813149833,0.9173417770000001,-1.4633478640000002,0.43458792560000004,0.1367224558,587
0.958380297,0.43698197270000005,0.6659004372999999,-0.156163103,-0.23558597280000002,-0.01306528793,-0.6241381350999999,-0.08949742124,717
0.5888889502,0.026692391580000002,0.6670975167000001,-0.4401831897,0.2549499535,0.6969709278,-1.050690655,-2.020721027,514
1.564522625,-0.3842587079,-1.4000693659999999,0.579959448,-0.6065646995,0.9217456615999999,-1.829907867,0.8823195164000001,436
-0.2650153268,0.5057714737,0.046681553710000004,1.238484706,1.3871199719999998,1.96164182,-0.7501169927,0.5549811011,471
1.73289104,1.6410333819999998,-0.28751929449999997,0.1753971062,-0.009624229774,-0.7543895852,1.43315029,0.2629235799,474
0.23466665039999998,0.07032254753,0.019751790249999998,0.48252525890000003,-0.7192473368000001,-1.161987501,-0.643177882,-0.09955834756000001,654
0.34959756840000006,-1.482971152,0.5545006757000001,-1.02449571,0.27401446,0.6501771767,0.1826778896,-0.4357368781,596
-1.373693696,-0.9363844742,-1.6488547669999998,0.8103494281,1.499400759,0.9013293489,0.4506049465,-1.536412237,395
1.606423727,-0.6702944872,-1.1134014190000001,0.9814137765000001,-0.4533037216,-0.6610111425,-1.067033549,0.7457393641,486
-2.319536656,-0.43902550479999997,-0.8611777783,0.5772865590999999,1.454107342,0.09882861843,1.324915026,-0.2414581888,419
0.2710156239,1.956510074,0.9029079587000001,-2.116166857,0.3805409121,0.6412382346,0.34901722820000003,1.257908095,401
-0.8958949226,0.3618461654,-0.15973234779999998,0.8251282818000001,1.0799829220000001,-1.172015382,0.5653390888000001,0.7165014368000001,560
0.8445054738,-1.248293447,-1.7620735840000001,0.5488026112,0.6905423628,0.26170235129999997,0.8816007264,-0.9715591463,484
0.9895293978,0.9168448931000001,0.4583346864,0.2187322765,-0.43919456240000004,0.11360069560000001,-0.4508711989,0.6288292273,679
0.1407407971,-0.4982298271,0.558629823,-0.2393921142,-0.8540219540999999,0.2396507768,-0.7866382471,0.6174949652,708
-0.5993050438,1.933714928,1.447962674,0.9297585226999999,0.45721519340000005,0.2479574089,2.100317354,-0.47043785579999997,389
-0.49964996409999995,1.3603162659999999,1.23603747,0.5648197002,1.240813751,0.8473541258,0.9863702912000001,-2.07256347,401
1.715892315,0.3357423788,-0.6815560485,-0.35822498799999997,0.8775310712000001,0.9854275615000001,-0.46980461560000003,0.3498136911,565
-1.075583056,0.6269981903,0.7659963579000001,-0.6711115486,-0.1773009073,-0.7404938427,1.097392398,-0.7964674071,561
0.06254599758,2.349554197,-0.164754326,0.3653196193,0.2585879062,-0.23925751609999998,-1.1420902179999999,0.8529818878000001,486
-0.8620878702,-0.36041839979999996,0.5201426429,-0.481131517,-1.004010207,-0.09481471822000001,-1.633497624,-1.106542868,531
-0.7380893009,1.074082338,1.461541068,-0.8272217945,-0.47372075729999996,-0.9860746095999999,1.802473084,-0.1564344218,457
0.6987630933,-0.3085114283,0.20982247489999997,0.9350365908,0.22660021730000002,1.307482536,-0.7798427547,-2.2038709780000003,470
-0.5196133251,0.8729868940000001,-0.06554198232999998,0.45363825090000004,0.2625581416,0.4135069236,-1.066423921,-0.4607757685,648
0.08302074968999999,-1.3627678980000002,-0.1830683414,-1.895798382,0.254018268,-1.24601667,-0.41133648079999996,0.4072604742,497
0.6296015734,-1.749400294,-2.14539634,0.8939631720000001,0.058965232199999995,-0.1306111569,0.1771932537,0.5315541013,455
0.1918430362,-1.135205599,-0.6970641062,-0.042923611339999994,1.450018246,0.440457114,0.7362138342,0.028545878089999997,584
-2.275120222,-0.13523395189999998,-0.4422650756,-1.549690328,-1.043628013,-0.8325234344,1.711128629,0.6225202367,381
-0.2228290527,0.2833347897,2.682127304,0.8366233271,-0.07970481842,-0.7096126287000001,-1.60767182,-1.219654693,377
-0.7249921893000001,-0.28196720280000004,1.225701095,-1.2713173229999999,-0.8643889061,-0.8466388588,1.208845637,0.1780029927,507
0.9444751854000001,-0.9467134145,-1.785972835,0.4158286625,1.228011142,-1.496627219,1.197618908,-0.1523725078,435
-0.8369700298,0.47055582729999995,-0.0373815715,1.815583555,-0.8066560420000001,0.2720264713,-0.6600292806,0.2708063916,562
0.9951890839,-0.01297423128,0.031504098450000004,0.2954151575,-1.966884296,0.45041330909999994,0.36877032200000004,0.4301426111,552
1.2596629320000001,-0.5996196641,-1.555750159,-1.140650056,0.9248139516,-1.140627089,0.15207198460000002,-0.387718965,483
-0.41159254829999997,0.8282638956,-0.6047830128,-1.14744088,0.1858939635,-1.4296733190000002,-1.438218136,0.8116334608,501
1.323304982,-1.009027878,-0.5164274657,-1.078554126,0.057498489050000004,-0.1317313962,0.1793046928,-0.1371361939,606
1.3504670909999998,0.7038760985,0.7113837387,-0.26714729649999996,0.2919443996,-1.233580051,0.1546911008,0.45767074799999996,594
-0.6042056057,1.675096376,-0.0758589672,-0.5691370351,0.027849589439999996,-1.698125133,1.014949609,-0.379001744,499
-0.4514189584,-0.1812099432,-0.25713588800000003,-0.08267196715,-0.2417612362,-0.470880604,0.04718902651,1.9474960380000002,592
-0.6671202908,0.6373459207,1.611303841,0.6206161498,-1.3548788280000001,0.8698343993000001,0.3013539629,-1.042476619,487
